ID,pid,MATINH,Urban_Rural,age,gender,Q302,Q303A,Q303B,Q304_1,Q304_2,Q304_3,Q304_4,Q305A1,Q305A2,Q305B1,Q305B2,Q306,Q307,Q308,Q309,Q310A1,Q310A2,Q310B1,Q310B2,Q311,Q305A,Q305B,Q310AA,Q310B,region3,agegroup,weight
3.63611E+14,4,36,2,35,1,12,3,0,3,,,,7,72,3,25,4,1,10000,2,,,,,,th___ hàn xì,,,,North,15-44,5620718
1.5136E+14,4,15,2,33,1,5,1,0,2,,,,6,61,1,1,1,1,0,2,,,,,,Nông Nghi___p,,,,North,15-44,5620718
1.91641E+14,4,19,2,38,1,12,5,0,1,,,,4,41,2,5,5,1,8000,1,,,,,,cán b___ k___ thu___t m___,,,,North,15-44,5620718
3.63611E+14,2,36,2,42,1,12,3,0,2,,,,6,61,1,1,1,1,999999,2,,,,,,chan nuôi,,,,North,15-44,5620718
3.63631E+14,4,36,2,42,1,12,4,4,1,,,,7,71,19,97,4,1,8000,1,,,,,,Th___ s__n,,,,North,15-44,5620718
3.13161E+14,1,31,2,24,1,12,3,0,1,,,,8,83,8,49,4,1,12000,1,,,,,,lái xe,,,,North,15-44,5620718
3.33321E+14,4,33,2,38,1,12,3,0,3,,,,9,95,19,98,2,1,5000,2,,,,,,bán nguyên li___u,,,,North,15-44,5620718
1.017E+13,5,1,2,41,1,12,4,4,3,,,,9,95,21,95,4,1,15000,2,,,,,,"t___ kinh doanh,c___a hàng s___a ch___a d___ di___n gia d___ng.",,,,North,15-44,5620718
1.514E+14,1,15,2,24,1,9,2,0,2,,,,6,63,1,1,1,2,,,,,,,,làm ru___ng,,,,North,15-44,5620718
1.7148E+14,1,17,2,17,1,10,2,0,2,,,,6,63,1,1,1,2,,,9,93,19,97,4,làm ru___ng,,ph___ xây,,North,15-44,5620718
2.42151E+14,4,24,2,35,1,9,2,0,2,,,,6,61,1,1,4,1,0,2,,,,,,chan nôi,,,,North,15-44,5620718
2.22021E+14,3,22,2,31,1,5,1,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
3.63601E+14,3,36,2,32,1,12,3,2,1,,,,8,81,4,35,5,1,10000,1,,,,,,công nhân di___n,,,,North,15-44,5620718
3.33261E+14,1,33,2,18,1,12,3,0,1,,,,5,52,8,49,4,1,6000,2,,,,,,nhân viên giao hàng,,,,North,15-44,5620718
2.42211E+14,1,24,2,44,1,6,1,0,1,,,,9,93,6,41,4,1,7000,2,,,,,,Xây D___ng,,,,North,15-44,5620718
3.63601E+14,4,36,2,41,1,9,2,0,1,,,,9,93,6,41,4,1,6000,2,,,,,,th___ xây,,,,North,15-44,5620718
3.53531E+14,4,35,2,38,1,7,1,0,1,,,,9,95,6,41,4,1,7000,2,,,,,,làm son,,,,North,15-44,5620718
2.42231E+14,5,24,2,24,1,12,3,0,1,,,,9,93,3,14,4,1,6000,1,,,,,,công nhân may,,,,North,15-44,5620718
1.2771E+13,4,1,2,44,1,12,5,0,3,,,,7,71,6,41,4,1,12000,2,,,,,,ch___ th___u xây d__ng,,,,North,15-44,5620718
1.2721E+13,3,1,2,31,1,12,3,2,3,,,,9,95,8,49,4,1,8000,2,,,,,,Lái xe(t___ do),,,,North,15-44,5620718
3.53471E+14,1,35,2,22,1,12,3,2,1,,,,9,93,2,8,4,1,6500,1,,,,,,công nhân Cty SX Xi mang,,,,North,15-44,5620718
3.13141E+14,1,31,2,15,1,10,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
1.017E+13,5,1,2,41,1,12,4,2,1,,,,7,75,3,32,6,1,7000,1,,,,,,công nhân nhà máy,,,,North,15-44,5620718
1.25009E+13,3,1,2,42,1,12,4,0,1,,,,7,75,3,26,6,1,8000,1,,,,,,công nhân,,,,North,15-44,5620718
2.52301E+14,3,25,2,41,1,5,1,0,2,,,,6,63,1,1,1,2,,,9,95,19,97,4,làm ru___ng,,buôn bán nh___ l___,,North,15-44,5620718
3.13111E+14,1,31,2,18,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
2.01871E+14,5,20,2,30,1,9,2,0,2,,,,6,61,1,1,1,1,7000,2,,,,,,nông nghi___,,,,North,15-44,5620718
3.33331E+14,4,33,2,42,1,9,2,0,1,,,,7,71,19,97,2,1,5000,2,,,,,,th___ xây,,,,North,15-44,5620718
2.42191E+14,2,24,2,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
3.33261E+14,4,33,2,38,1,10,3,0,3,,,,7,75,19,97,4,1,6000,2,,,,,,làm tráng bánh cu___n,,,,North,15-44,5620718
1.91641E+14,3,19,2,32,1,9,2,0,1,,,,7,72,4,35,4,1,10000,2,,,,,,Công Nhân S___n Xu___t Gang Thép,,,,North,15-44,5620718
3.13131E+14,4,31,2,40,1,12,3,0,1,,,,9,93,2,8,4,2,,,,,,,,Th___ X___ Dá,,,,North,15-44,5620718
1.4119E+14,4,14,2,34,1,9,2,0,2,,,,6,62,1,1,4,1,0,2,,,,,,nông nghi___p,,,,North,15-44,5620718
3.33281E+14,1,33,2,23,1,12,4,0,1,,,,7,75,3,31,2,1,15000,2,,,,,,th___ m___c,,,,North,15-44,5620718
2.42181E+14,3,24,2,37,1,12,3,0,1,2,,,9,92,1,1,1,1,4000,2,6,61,1,1,4,cán b___ th___y nông,,làm ru___ng,,North,15-44,5620718
3.13111E+14,4,31,2,35,1,12,0,0,1,,,,9,93,3,13,6,1,8000,1,,,,,,công nhân,,,,North,15-44,5620718
1.4125E+14,2,14,2,15,1,8,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
1.2771E+13,1,1,2,20,1,9,2,0,2,,,,6,61,1,1,1,1,12000,2,,,,,,ch___ bi___n th___c ph___m,,,,North,15-44,5620718
2.22051E+14,1,22,2,33,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
1.4125E+14,4,14,2,31,1,12,3,0,3,,,,9,95,9,56,4,1,5000,2,,,,,,kinh doanh làm bánh,,,,North,15-44,5620718
3.33291E+14,4,33,2,43,1,12,3,0,3,,,,9,93,21,96,4,1,6000,2,,,,,,La__i xe,,,,North,15-44,5620718
1.4122E+14,3,14,2,17,1,12,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
3.13111E+14,1,31,2,25,1,12,5,0,1,,,,8,82,3,28,6,1,12000,1,,,,,,công nhân,,,,North,15-44,5620718
1.2721E+13,1,1,2,16,1,10,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
3.63661E+14,2,36,2,31,1,12,4,0,1,,,,7,75,3,14,4,1,8000,1,5,52,7,47,4,công ty may,,bán hàng an,,North,15-44,5620718
2.22021E+14,4,22,2,35,1,9,2,0,2,,,,9,92,1,1,1,1,1000,2,,,,,,Làm nông nghi___p,,,,North,15-44,5620718
3.63601E+14,3,36,2,32,1,12,3,0,3,,,,9,93,6,41,4,1,10000,1,,,,,,th___ xây,,,,North,15-44,5620718
2.01781E+14,3,20,2,44,1,12,3,2,1,,,,9,93,6,42,4,1,7500,1,,,,,,xây d___ng,,,,North,15-44,5620718
3.13131E+14,2,31,2,16,1,10,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
3.33321E+14,4,33,2,35,1,12,5,4,1,,,,4,41,15,84,5,1,6000,1,,,,,,nhân viên nhà n_____c,,,,North,15-44,5620718
2.01861E+14,3,20,2,39,1,9,2,0,3,,,,7,75,19,98,2,1,0,2,6,63,1,1,1,Làm M___c,,Làm Ru___ng,,North,15-44,5620718
2.22051E+14,4,22,2,40,1,6,1,0,1,2,,,9,93,2,5,4,1,10000,1,6,63,1,1,1,công nhân,,làm nông nghi___p,,North,15-44,5620718
3.33261E+14,3,33,2,43,1,12,4,0,1,,,,8,82,3,26,6,1,9000,1,,,,,,công nhân,,,,North,15-44,5620718
3.13161E+14,3,31,2,41,1,12,3,2,3,,,,8,82,21,95,4,1,10000,2,,,,,,S___a Ch___a xe máy t___i nhà,,,,North,15-44,5620718
1.7148E+14,5,17,2,35,1,12,3,2,1,,,,9,93,21,94,4,1,3000,2,,,,,,làm c__ khí hàn xì,,,,North,15-44,5620718
1.2711E+13,5,1,2,39,1,12,4,4,2,,,,9,92,1,1,4,1,3000,2,,,,,,chan nuôi,,,,North,15-44,5620718
1.28211E+13,1,1,2,28,1,12,4,0,3,,,,8,82,7,47,2,1,10000,2,,,,,,kinh doanh,,,,North,15-44,5620718
1.4125E+14,4,14,2,42,1,9,2,0,2,,,,6,61,1,1,4,1,0,2,,,,,,làm nông,,,,North,15-44,5620718
2.52371E+14,1,25,2,30,1,12,5,0,1,,,,4,41,15,84,5,1,5500,1,,,,,,cán b___ ___y ban xã,,,,North,15-44,5620718
1.514E+14,1,15,2,29,1,9,2,0,2,,,,6,61,1,1,1,1,2000,2,9,96,6,41,4,nông nghi___p,,xây d___ng,,North,15-44,5620718
3.63651E+14,3,36,2,42,1,12,3,0,1,,,,7,71,6,41,4,1,8000,1,,,,,,Ph___ h___,,,,North,15-44,5620718
1.2771E+13,3,1,2,33,1,12,3,0,2,,,,6,63,1,1,1,2,,,,,,,,làm ru___ng,,,,North,15-44,5620718
3.33251E+14,1,33,2,25,1,12,3,0,1,,,,9,93,6,41,4,1,10000,2,,,,,,công nhân,,,,North,15-44,5620718
3.13111E+14,4,31,2,43,1,12,3,0,1,,,,9,93,6,42,4,1,7000,2,,,,,,xây d___ng,,,,North,15-44,5620718
1.91691E+14,4,19,2,39,1,9,2,0,2,,,,6,61,1,1,1,1,0,2,,,,,,nông nghi___p,,,,North,15-44,5620718
3.33281E+14,1,33,2,35,1,12,3,0,1,,,,7,75,19,98,4,1,5000,2,,,,,,Th___ m___c,,,,North,15-44,5620718
3.13131E+14,1,31,2,16,1,10,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
3.13111E+14,3,31,2,32,1,12,3,0,1,,,,9,93,8,49,4,1,10000,1,,,,,,lái xe,,,,North,15-44,5620718
2.01831E+14,3,20,2,29,1,5,1,0,1,2,,,9,93,6,41,4,1,3000,2,6,63,1,1,4,th___ xây,,làm ru___ng,,North,15-44,5620718
1.4119E+14,3,14,2,24,1,5,1,0,2,,,,9,92,1,1,4,1,3000,2,,,,,,làm ru___ng,,,,North,15-44,5620718
3.13111E+14,2,31,2,29,1,12,5,0,1,,,,4,41,3,28,6,1,8000,1,,,,,,Công nhân,,,,North,15-44,5620718
1.01801E+13,5,1,2,29,1,12,3,0,3,,,,7,75,19,97,2,1,10000,2,,,,,,công nhân may,,,,North,15-44,5620718
3.53521E+14,3,35,2,28,1,12,3,2,1,,,,8,81,21,95,4,1,6000,2,,,,,,s___a di___n tho___i,,,,North,15-44,5620718
1.2771E+13,3,1,2,37,1,12,4,4,3,,,,8,83,19,98,4,1,7000,2,,,,,,ch___ c___a hàng S___a ch___a xe máy,,,,North,15-44,5620718
1.2791E+13,5,1,2,41,1,12,3,0,3,,,,9,95,9,56,4,1,12000,2,,,,,,bán th___c ph___m xúc xích,,,,North,15-44,5620718
1.28211E+13,2,1,2,29,1,12,4,4,3,,,,9,95,21,95,2,1,8000,2,,,,,,Kinh doanh và s____a ch____a ma__y ti__nh.,,,,North,15-44,5620718
1.4125E+14,4,14,2,33,1,12,3,0,1,,,,9,96,8,52,4,1,9000,1,6,61,1,1,1,Bôc Vác Thuê Cho Công ty,,Nông nghi___p,,North,15-44,5620718
3.33251E+14,5,33,2,30,1,12,3,0,1,,,,9,93,3,32,3,1,8000,2,,,,,,công nhân,,,,North,15-44,5620718
3.33281E+14,2,33,2,32,1,12,4,0,1,,,,7,75,3,31,4,1,8000,2,,,,,,th___ m___c,,,,North,15-44,5620718
1.0088E+14,4,10,2,35,1,2,1,0,2,,,,6,61,1,1,1,1,0,2,,,,,,Nông Nghi___p,,,,North,15-44,5620718
3.33301E+14,4,33,2,26,1,12,3,0,3,,,,9,95,21,96,2,1,6000,2,,,,,,c___t tóc( làm ch___),,,,North,15-44,5620718
1.4116E+14,5,14,2,32,1,12,4,0,1,,,,7,74,19,97,4,1,5000,1,,,,,,Th___ Di___n N_____c,,,,North,15-44,5620718
3.33281E+14,1,33,2,18,1,12,3,0,1,,,,7,75,19,98,4,1,6000,2,,,,,,Th___ m___c,,,,North,15-44,5620718
1.91701E+14,4,19,2,31,1,9,2,0,1,,,,9,93,6,41,4,1,6000,2,9,92,1,1,1,th___ xây,,làm ru___ng,,North,15-44,5620718
3.33281E+14,5,33,2,35,1,12,4,0,1,,,,7,75,3,31,4,1,10000,2,,,,,,th___ m___c,,,,North,15-44,5620718
2.42191E+14,1,24,2,18,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
1.71551E+14,4,17,2,43,1,7,1,0,2,,,,6,63,1,1,1,2,,,,,,,,nông nghi___p,,,,North,15-44,5620718
1.5136E+14,1,15,2,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
3.63661E+14,4,36,2,32,1,12,3,0,3,,,,5,51,21,96,4,1,8000,2,,,,,,Bán V___t Quay,,,,North,15-44,5620718
3.53511E+14,5,35,2,35,1,12,3,0,1,,,,7,75,3,32,4,1,8000,2,,,,,,công nhân,,,,North,15-44,5620718
3.33231E+14,5,33,2,36,1,10,2,0,1,,,,7,75,6,41,2,1,10000,2,,,,,,th___ s__n,,,,North,15-44,5620718
1.7148E+14,4,17,2,32,1,12,5,0,1,,,,5,52,9,56,4,1,21000,2,6,63,1,1,1,bán hàng ti___p th___,,làm nông,,North,15-44,5620718
1.0088E+14,4,10,2,20,1,9,2,0,1,,,,9,93,6,41,4,1,0,2,,,,,,ph___ xây,,,,North,15-44,5620718
3.13131E+14,2,31,2,23,1,9,2,2,1,,,,9,93,6,41,4,1,10000,2,9,94,9,56,4,ph___ h___,,ph___c v___,,North,15-44,5620718
3.63611E+14,1,36,2,19,1,12,3,0,1,,,,5,53,21,96,4,1,8000,2,,,,,,th___ c___t tóc,,,,North,15-44,5620718
3.63601E+14,3,36,2,32,1,12,3,1,1,,,,9,93,4,35,4,1,7000,1,,,,,,công nhân,,,,North,15-44,5620718
1.01801E+13,2,1,2,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
1.4122E+14,2,14,2,44,1,5,1,0,1,,,,7,71,6,41,4,1,4800,2,6,61,1,1,4,th___ xây,,nông nghi___p,,North,15-44,5620718
2.52301E+14,1,25,2,39,1,5,1,0,2,,,,6,61,1,1,1,2,,,,,,,,Làm Nông Nghi___p,,,,North,15-44,5620718
1.4116E+14,4,14,2,39,1,9,2,0,2,,,,6,63,1,1,1,1,0,2,9,95,9,56,4,nông nghi___p,,ph___ giao ha__ng bia theo xe,,North,15-44,5620718
1.71551E+14,1,17,2,22,1,12,3,0,2,3,,,9,93,7,45,1,1,10000,2,1,10,21,94,5,s___a ch___a máy móc nông nghi___p,,bí th__ doàn ___ xóm,,North,15-44,5620718
2.52321E+14,1,25,2,21,1,12,3,0,1,,,,9,96,4,35,6,1,6000,1,,,,,,công nhân d___ di___n,,,,North,15-44,5620718
1.5138E+14,4,15,2,39,1,12,4,4,2,3,,,9,96,21,96,4,1,9000,2,6,61,1,1,1,lái xe,,nông nghi___p,,North,15-44,5620718
1.4116E+14,2,14,2,19,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
3.33301E+14,3,33,2,34,1,12,5,0,3,,,,9,95,21,96,2,1,10000,2,,,,,,kinh doanh,,,,North,15-44,5620718
1.7148E+14,4,17,2,40,1,3,1,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
1.28211E+13,2,1,2,25,1,12,4,0,3,,,,9,95,7,47,4,1,10000,2,,,,,,Kinh doanh,,,,North,15-44,5620718
1.4119E+14,3,14,2,15,1,9,2,0,2,,,,6,62,1,1,4,2,,,,,,,,nông nghi___p,,,,North,15-44,5620718
2.52301E+14,3,25,2,33,1,9,2,0,1,,,,9,93,19,98,2,1,0,2,6,61,1,1,4,T___ di làm công cho C___a Hàng C__ Khí,,Tr___ng cây keo,,North,15-44,5620718
2.42181E+14,1,24,2,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
3.33291E+14,4,33,2,32,1,12,5,0,3,,,,9,95,7,47,2,1,10000,2,,,,,,t___ kinh doanh _ l___p d___t khung nhôm c___a kính,,,,North,15-44,5620718
3.13131E+14,3,31,2,34,1,7,2,0,1,,,,9,93,6,41,4,1,9000,2,,,,,,ph___ h___,,,,North,15-44,5620718
3.53511E+14,3,35,2,32,1,12,3,0,1,,,,7,75,3,32,4,1,5000,2,,,,,,công nhân,,,,North,15-44,5620718
2.42191E+14,1,24,2,33,1,7,1,0,3,,,,5,52,7,47,4,1,7000,2,,,,,,bán t___p hóa,,,,North,15-44,5620718
3.13141E+14,1,31,2,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,North,15-44,5620718
9.18993E+14,1,91,1,29,1,8,2,0,3,,,,9,93,21,96,4,1,9000,2,,,,,,PH___ H___,,,,South,15-44,4046920
8.98833E+14,3,89,1,40,1,9,2,0,3,,,,9,93,3,14,4,1,5000,1,,,,,,CÔNG NHÂN,,,,South,15-44,4046920
7.47253E+14,3,74,1,40,1,7,1,0,1,,,,9,93,8,49,4,1,10000,2,,,,,,Tài x___ lái xe t___i,,,,South,15-44,4046920
7.57313E+14,1,75,1,18,1,12,3,0,1,,,,9,96,8,53,4,1,4000,1,,,,,,dóng gói thùng hàng,,,,South,15-44,4046920
9.29193E+14,1,92,1,17,1,11,3,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.47183E+14,1,74,1,15,1,9,1,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.47253E+14,3,74,1,37,1,8,1,0,3,,,,8,83,7,45,2,1,5000,2,,,,,,th___ s___a xe máy,,,,South,15-44,4046920
7.47253E+14,2,74,1,35,1,5,1,0,1,,,,8,81,3,24,4,1,10000,2,,,,,,công nhân c__ khí,,,,South,15-44,4046920
7.47233E+14,2,74,1,18,1,12,3,2,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
8.98833E+14,2,89,1,35,1,8,2,0,3,,,,9,92,1,1,4,1,2000,2,,,,,,LÀM RU___NG,,,,South,15-44,4046920
9.18993E+14,3,91,1,33,1,12,4,0,1,,,,4,41,10,61,4,1,6000,1,,,,,,NHÂN VIÊN VAN PHÒNG,,,,South,15-44,4046920
7.06893E+14,2,70,1,30,1,12,4,0,1,,,,3,33,6,42,4,1,20000,1,,,,,,Qu___n lý ( s___t thép),,,,South,15-44,4046920
9.29193E+14,3,92,1,28,1,12,3,0,3,,,,9,95,9,56,4,1,5000,2,,,,,,Kinh doanh thuc uong,,,,South,15-44,4046920
7.97693E+14,2,79,1,37,1,9,2,0,3,,,,9,93,8,49,4,1,12000,2,,,,,,tài x___,,,,South,15-44,4046920
7.77473E+14,4,77,1,41,1,12,3,0,1,,,,0,2,15,84,5,1,10000,1,,,,,,công an,,,,South,15-44,4046920
7.97663E+14,2,79,1,18,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.47213E+14,4,74,1,35,1,12,4,2,1,,,,7,75,3,22,6,1,7500,1,,,,,,công nhân s___n xu___t nh___a,,,,South,15-44,4046920
9.59543E+14,3,95,1,25,1,12,3,0,1,,,,9,93,3,13,4,1,7000,1,,,,,,Cong nhan may,,,,South,15-44,4046920
7.47183E+14,2,74,1,23,1,11,2,0,1,,,,7,75,3,16,4,1,6500,1,,,,,,Công nhân l___p ráp gh___ sofa,,,,South,15-44,4046920
7.97653E+14,1,79,1,23,1,10,2,1,1,,,,9,94,9,56,4,1,6000,1,,,,,,nv nhà hàng,,,,South,15-44,4046920
7.06893E+14,3,70,1,35,1,12,3,0,3,,,,9,95,9,56,4,1,30000,2,9,95,7,47,4,Kinh doanh bán trái cây,,KINH DOANH NHÀ XE,,South,15-44,4046920
7.97603E+14,1,79,1,29,1,12,5,2,1,,,,4,44,9,56,4,1,9000,1,,,,,,ph___c v___ an u___ng,,,,South,15-44,4046920
7.97663E+14,1,79,1,27,1,12,5,3,1,,,,7,72,3,24,6,1,12000,1,,,,,,nhân viên thi___t k___ khuôn lãnh v__c c__ khí,,,,South,15-44,4046920
9.39313E+14,3,93,1,30,1,12,3,0,1,,,,6,61,1,1,4,1,10000,1,,,,,,công nhân,,,,South,15-44,4046920
7.47183E+14,2,74,1,42,1,12,3,1,1,,,,7,75,3,14,4,1,10000,1,,,,,,Công nhân may m___c,,,,South,15-44,4046920
9.59613E+14,2,95,1,16,1,5,1,0,3,,,,9,96,7,47,4,1,3000,2,,,,,,bán ve so,,,,South,15-44,4046920
7.57313E+14,1,75,1,31,1,6,0,0,1,,,,9,93,6,41,4,1,8000,2,,,,,,th____ xây d____ng,,,,South,15-44,4046920
7.06953E+14,1,70,1,24,1,6,0,0,1,,,,7,71,6,42,4,1,13000,2,,,,,,Th___ Xây D___ng,,,,South,15-44,4046920
8.28153E+14,3,82,1,28,1,12,3,0,1,,,,9,95,9,56,1,1,14000,2,,,,,,buôn ba__n,,,,South,15-44,4046920
7.77473E+14,3,77,1,30,1,12,3,0,1,,,,7,71,6,42,2,1,8000,2,,,,,,ph___ h___,,,,South,15-44,4046920
7.27093E+14,2,72,1,25,1,12,4,0,1,,,,5,52,12,68,4,1,3000,1,,,,,,sale b___t d___ng s___n,,,,South,15-44,4046920
7.47233E+14,2,74,1,20,1,6,1,0,1,,,,7,75,3,15,6,1,7500,1,,,,,,công nhân ghê sofa,,,,South,15-44,4046920
7.97673E+14,2,79,1,37,1,12,3,0,1,,,,7,75,3,14,4,1,10000,2,,,,,,công nhân may,,,,South,15-44,4046920
7.97693E+14,1,79,1,30,1,9,2,0,3,,,,7,75,6,41,4,1,15000,2,,,,,,th___ s__n,,,,South,15-44,4046920
7.06893E+14,1,70,1,36,1,11,2,0,3,,,,5,51,21,96,2,1,10000,2,,,,,,th___ c___t tóc,,,,South,15-44,4046920
7.97673E+14,1,79,1,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.97643E+14,1,79,1,38,1,12,3,1,1,,,,9,93,8,49,4,1,10000,1,9,93,9,55,2,tài x___,,ch___y xe,,South,15-44,4046920
7.27123E+14,1,72,1,19,1,9,2,0,3,,,,9,95,7,47,2,1,3000,2,,,,,,bán hàng online,,,,South,15-44,4046920
7.77483E+14,3,77,1,44,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.97673E+14,2,79,1,18,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.97683E+14,1,79,1,19,1,12,3,0,1,,,,5,52,9,56,4,1,3000,2,,,,,,PH___C V___ QUÁN N_____C,,,,South,15-44,4046920
7.97643E+14,4,79,1,33,1,8,1,0,1,,,,9,96,3,32,4,1,8000,2,,,,,,CÔNG NHÂN,,,,South,15-44,4046920
7.77533E+14,4,77,1,36,1,9,2,0,1,,,,9,93,6,41,4,1,12000,2,,,,,,làm h___,,,,South,15-44,4046920
7.57313E+14,1,75,1,15,1,10,2,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.97733E+14,2,79,1,18,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
8.28153E+14,2,82,1,25,1,9,2,0,1,,,,9,93,6,41,4,1,11000,2,,,,,,Xây d___ng,,,,South,15-44,4046920
7.97703E+14,4,79,1,29,1,7,1,1,1,,,,5,54,21,94,4,1,7500,1,,,,,,b___o v___,,,,South,15-44,4046920
9.29233E+14,1,92,1,15,1,4,0,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.06953E+14,1,70,1,24,1,7,1,0,1,,,,5,52,21,96,4,1,8000,1,,,,,,nhân viên bán hàng ___ bách hóa xanh,,,,South,15-44,4046920
7.06893E+14,4,70,1,30,1,10,2,0,1,,,,9,95,8,49,4,1,16000,1,,,,,,GIAO HÀNG TI___T KI___M,,,,South,15-44,4046920
9.29163E+14,4,92,1,39,1,6,0,0,3,,,,7,74,4,35,4,1,9000,2,,,,,,th___ di___n,,,,South,15-44,4046920
7.97693E+14,1,79,1,22,1,12,3,0,1,,,,9,96,21,96,4,1,5000,2,,,,,,nhân viên r___a xe máy,,,,South,15-44,4046920
8.98833E+14,3,89,1,29,1,9,2,0,3,,,,9,96,6,41,4,1,6000,2,,,,,,PH___ H___,,,,South,15-44,4046920
7.57363E+14,1,75,1,17,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.97733E+14,2,79,1,27,1,12,5,0,1,,,,4,41,11,66,4,1,15000,1,,,,,,NHÂN VIÊN VAN PHÒNG ( D___CH V___),,,,South,15-44,4046920
7.97783E+14,4,79,1,38,1,12,4,0,3,,,,9,95,16,85,2,2,,,,,,,,bán van phòng ph___m,,,,South,15-44,4046920
9.59613E+14,4,95,1,36,1,12,5,4,1,,,,4,41,15,84,5,1,3800,1,,,,,,can bo,,,,South,15-44,4046920
7.47213E+14,2,74,1,29,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.77473E+14,4,77,1,39,1,12,3,4,1,,,,9,93,3,33,4,1,8000,1,,,,,,công nhân c__ khí,,,,South,15-44,4046920
9.59613E+14,3,95,1,41,1,12,5,4,1,,,,4,41,16,85,5,1,5000,1,,,,,,Cong chuc nha nuoc,,,,South,15-44,4046920
9.19093E+14,3,91,1,38,1,12,3,0,2,,,,6,62,1,1,1,1,8000,2,,,,,,nuôi tôm,,,,South,15-44,4046920
7.97773E+14,1,79,1,28,1,9,2,0,3,,,,7,71,6,41,4,1,8000,2,,,,,,s__n n_____c,,,,South,15-44,4046920
7.47253E+14,1,74,1,28,1,7,0,0,1,,,,9,93,8,49,4,1,4000,2,,,,,,Ch___y xe t___i,,,,South,15-44,4046920
7.97603E+14,1,79,1,18,1,12,3,1,1,,,,9,95,9,56,4,1,4000,2,,,,,,ph___c v___ quán n_____c,,,,South,15-44,4046920
7.27093E+14,2,72,1,39,1,9,2,0,1,,,,7,75,3,14,6,1,7000,1,,,,,,công nhân may,,,,South,15-44,4046920
7.47183E+14,1,74,1,32,1,3,0,0,1,,,,7,71,6,41,4,1,4000,2,,,,,,dóng la phông,,,,South,15-44,4046920
7.57313E+14,2,75,1,40,1,5,0,0,1,,,,9,93,6,41,4,1,0,2,9,92,1,1,1,th____ xây,,da__nh ba__t ca__,,South,15-44,4046920
9.19093E+14,3,91,1,32,1,12,3,0,1,,,,9,93,6,41,1,1,6000,2,,,,,,th___ h___,,,,South,15-44,4046920
7.97653E+14,1,79,1,44,1,6,1,1,1,,,,9,96,8,52,4,1,6000,2,,,,,,công nhân b___c x___p,,,,South,15-44,4046920
7.06893E+14,2,70,1,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.77473E+14,3,77,1,34,1,7,0,0,1,,,,9,93,6,41,4,1,13000,2,9,91,21,96,2,Th___ s__n n_____c,,gi___ xe,,South,15-44,4046920
7.57313E+14,5,75,1,36,1,12,3,2,1,,,,5,52,3,10,6,1,20000,1,,,,,,nhân viên bán hàng,,,,South,15-44,4046920
7.47183E+14,3,74,1,31,1,12,3,1,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
9.29193E+14,1,92,1,42,1,12,3,0,1,,,,4,41,11,65,4,1,8000,1,,,,,,NHÂN VIÊN VAN PHÒNG,,,,South,15-44,4046920
7.97603E+14,1,79,1,17,1,10,2,0,0,,,,,,,,,,,,,,,,,,,,,South,15-44,4046920
7.77473E+14,3,77,1,32,1,12,5,0,1,,,,3,31,1,3,5,1,10000,1,,,,,,TH___Y TH___,,,,South,15-44,4046920
